Order_ID,Date,Product,Region,Salesperson,Units_Sold,Unit_Price,Revenue
DEC-1067,2025-12-03,Printer,South,Amit,7,205,1435
DEC-1068,2025-12-11,Mouse,South,Amit,8,1615,12920
DEC-1069,2025-12-14,Laptop,North,Karan,5,979,4895
DEC-1070,2025-12-10,Monitor,West,Vikram,6,1023,6138
DEC-1071,2025-12-22,Laptop,West,Arjun,7,1388,9716
DEC-1072,2025-12-17,Printer,South,Priya,9,1159,10431
DEC-1073,2025-12-26,Keyboard,North,Neha,1,1503,1503
DEC-1074,2025-12-09,Tablet,South,Amit,2,322,644
DEC-1075,2025-12-25,Printer,South,Sneha,1,1248,1248
DEC-1076,2025-12-27,Mouse,South,Amit,3,1015,3045
DEC-1077,2025-12-08,Tablet,East,Vikram,10,452,4520
DEC-1078,2025-12-03,Monitor,West,Riya,4,1096,4384
DEC-1079,2025-12-18,Headphones,South,Riya,5,1273,6365
DEC-1080,2025-12-15,Laptop,South,Priya,8,1877,15016
DEC-1081,2025-12-02,Mouse,East,Neha,7,1786,12502
DEC-1082,2025-12-17,Headphones,North,Arjun,4,1890,7560
DEC-1083,2025-12-15,Tablet,West,Vikram,2,1560,3120
DEC-1084,2025-12-21,Printer,North,Vikram,10,817,8170
DEC-1085,2025-12-08,Keyboard,North,Amit,6,447,2682
DEC-1086,2025-12-16,Tablet,East,Vikram,7,1450,10150
DEC-1087,2025-12-06,Printer,North,Vikram,9,535,4815
DEC-1088,2025-12-03,Keyboard,West,Karan,4,1404,5616
DEC-1089,2025-12-06,Printer,North,Vikram,3,718,2154
DEC-1090,2025-12-25,Keyboard,West,Arjun,4,659,2636
DEC-1091,2025-12-01,Monitor,East,Riya,10,328,3280
DEC-1092,2025-12-23,Webcam,North,Riya,8,1995,15960
DEC-1093,2025-12-26,Laptop,West,Neha,3,610,1830
DEC-1094,2025-12-02,Monitor,East,Amit,5,798,3990
DEC-1095,2025-12-16,Monitor,West,Sneha,1,1877,1877
DEC-1096,2025-12-04,Monitor,West,Vikram,6,444,2664
DEC-1097,2025-12-15,Keyboard,South,Riya,2,1978,3956
DEC-1098,2025-12-10,Printer,East,Riya,10,1914,19140
DEC-1099,2025-12-15,Monitor,West,Priya,2,352,704
DEC-1100,2025-12-25,Tablet,East,Neha,9,475,4275
DEC-1101,2025-12-06,Keyboard,East,Priya,7,1061,7427
DEC-1102,2025-12-07,Monitor,South,Vikram,4,214,856
DEC-1103,2025-12-21,Monitor,West,Neha,3,256,768
DEC-1104,2025-12-01,Headphones,West,Sneha,3,1636,4908
DEC-1105,2025-12-03,Keyboard,East,Sneha,10,1857,18570
DEC-1106,2025-12-20,Printer,South,Vikram,9,1598,14382
DEC-1107,2025-12-23,Printer,West,Arjun,10,1835,18350
DEC-1108,2025-12-26,Webcam,East,Amit,4,729,2916
DEC-1109,2025-12-03,Laptop,East,Neha,4,1716,6864
DEC-1110,2025-12-05,Mouse,East,Arjun,1,632,632
DEC-1111,2025-12-09,Headphones,West,Karan,7,1173,8211
DEC-1112,2025-12-08,Headphones,West,Arjun,10,589,5890
DEC-1113,2025-12-20,Keyboard,East,Riya,5,1882,9410
DEC-1114,2025-12-07,Laptop,East,Sneha,7,922,6454
DEC-1115,2025-12-03,Printer,East,Vikram,3,764,2292
DEC-1116,2025-12-09,Webcam,West,Amit,6,294,1764
DEC-1117,2025-12-06,Mouse,East,Riya,6,1304,7824
DEC-1118,2025-12-21,Laptop,West,Vikram,7,484,3388
DEC-1119,2025-12-14,Laptop,West,Karan,2,622,1244
DEC-1120,2025-12-12,Mouse,East,Priya,8,1469,11752
DEC-1121,2025-12-06,Printer,South,Amit,3,1153,3459
DEC-1122,2025-12-09,Monitor,West,Karan,9,1040,9360
DEC-1123,2025-12-28,Monitor,East,Priya,6,371,2226
DEC-1124,2025-12-21,Webcam,East,Amit,4,1223,4892
DEC-1125,2025-12-16,Headphones,East,Vikram,10,1192,11920
DEC-1126,2025-12-12,Headphones,North,Neha,3,716,2148
DEC-1127,2025-12-24,Tablet,South,Neha,10,294,2940
DEC-1128,2025-12-14,Laptop,West,Karan,2,1079,2158
DEC-1129,2025-12-15,Laptop,East,Vikram,2,750,1500
DEC-1130,2025-12-27,Headphones,West,Priya,10,1285,12850
DEC-1131,2025-12-27,Mouse,South,Vikram,2,287,574
DEC-1132,2025-12-21,Tablet,East,Amit,6,1378,8268
DEC-1133,2025-12-03,Webcam,North,Vikram,6,1573,9438
DEC-1134,2025-12-21,Printer,East,Karan,2,285,570
DEC-1135,2025-12-03,Keyboard,West,Arjun,10,1494,14940
DEC-1136,2025-12-08,Tablet,West,Karan,3,1889,5667
DEC-1137,2025-12-17,Tablet,West,Karan,4,1910,7640
DEC-1138,2025-12-01,Tablet,North,Sneha,2,833,1666
DEC-1139,2025-12-13,Keyboard,West,Riya,4,875,3500
DEC-1140,2025-12-15,Keyboard,East,Neha,8,1264,10112
DEC-1141,2025-12-13,Mouse,North,Arjun,1,995,995
DEC-1142,2025-12-08,Tablet,North,Sneha,2,1948,3896
DEC-1143,2025-12-18,Monitor,North,Karan,7,974,6818
DEC-1144,2025-12-23,Laptop,East,Sneha,10,882,8820
DEC-1145,2025-12-03,Monitor,East,Riya,8,1770,14160
DEC-1146,2025-12-02,Tablet,East,Sneha,1,1070,1070
DEC-1147,2025-12-23,Keyboard,West,Arjun,2,1858,3716
DEC-1148,2025-12-28,Laptop,South,Riya,7,1055,7385
DEC-1149,2025-12-06,Keyboard,East,Arjun,8,1749,13992
DEC-1150,2025-12-02,Laptop,East,Arjun,1,1263,1263
DEC-1151,2025-12-02,Printer,North,Amit,2,619,1238
DEC-1152,2025-12-02,Monitor,West,Amit,2,1968,3936
DEC-1153,2025-12-26,Tablet,West,Karan,2,1271,2542
DEC-1154,2025-12-18,Laptop,North,Arjun,7,1904,13328
DEC-1155,2025-12-01,Laptop,West,Amit,7,948,6636
DEC-1156,2025-12-14,Tablet,South,Vikram,10,937,9370
DEC-1157,2025-12-05,Printer,West,Arjun,6,1103,6618
DEC-1158,2025-12-22,Headphones,North,Karan,7,462,3234
DEC-1159,2025-12-23,Laptop,East,Amit,6,1605,9630
DEC-1160,2025-12-06,Monitor,East,Vikram,3,906,2718
DEC-1161,2025-12-28,Mouse,South,Neha,1,358,358
DEC-1162,2025-12-16,Tablet,East,Sneha,7,502,3514
DEC-1163,2025-12-03,Tablet,West,Arjun,2,1263,2526
DEC-1164,2025-12-19,Mouse,West,Neha,1,422,422
DEC-1165,2025-12-21,Mouse,North,Vikram,2,1023,2046
DEC-1166,2025-12-27,Tablet,West,Vikram,9,494,4446
DEC-1167,2025-12-11,Tablet,West,Karan,6,261,1566
DEC-1168,2025-12-11,Webcam,South,Riya,3,1421,4263
DEC-1169,2025-12-13,Mouse,South,Amit,3,1035,3105
DEC-1170,2025-12-25,Keyboard,West,Neha,2,1067,2134
DEC-1171,2025-12-23,Mouse,West,Vikram,7,1125,7875
DEC-1172,2025-12-15,Headphones,West,Vikram,2,757,1514
DEC-1173,2025-12-19,Laptop,East,Vikram,9,732,6588
DEC-1174,2025-12-22,Keyboard,East,Karan,7,465,3255
DEC-1175,2025-12-28,Headphones,South,Priya,3,1817,5451
DEC-1176,2025-12-19,Monitor,West,Priya,6,829,4974
DEC-1177,2025-12-14,Printer,South,Riya,7,1617,11319
DEC-1178,2025-12-21,Headphones,West,Vikram,5,559,2795
DEC-1179,2025-12-04,Headphones,North,Amit,3,1020,3060
DEC-1180,2025-12-26,Laptop,South,Amit,10,1710,17100
DEC-1181,2025-12-21,Monitor,East,Vikram,5,446,2230
DEC-1182,2025-12-12,Laptop,North,Sneha,10,264,2640
DEC-1183,2025-12-01,Printer,South,Sneha,4,1905,7620
DEC-1184,2025-12-05,Mouse,East,Neha,10,438,4380
DEC-1185,2025-12-13,Tablet,South,Riya,9,295,2655
DEC-1186,2025-12-27,Laptop,West,Vikram,6,211,1266
DEC-1187,2025-12-20,Keyboard,North,Amit,5,1706,8530
DEC-1188,2025-12-24,Monitor,North,Amit,8,1351,10808
DEC-1189,2025-12-04,Keyboard,East,Arjun,3,1216,3648
DEC-1190,2025-12-05,Headphones,West,Arjun,3,898,2694
DEC-1191,2025-12-05,Keyboard,North,Amit,2,900,1800
DEC-1192,2025-12-19,Keyboard,East,Karan,9,1317,11853
DEC-1193,2025-12-09,Webcam,South,Sneha,5,1304,6520
DEC-1194,2025-12-14,Headphones,West,Riya,1,1665,1665
DEC-1195,2025-12-05,Laptop,South,Sneha,8,711,5688
DEC-1196,2025-12-28,Laptop,West,Riya,9,1945,17505
DEC-1197,2025-12-02,Tablet,South,Neha,1,1876,1876
DEC-1198,2025-12-11,Laptop,North,Neha,5,1715,8575
DEC-1199,2025-12-03,Keyboard,West,Riya,7,1944,13608
DEC-1200,2025-12-16,Laptop,East,Riya,4,1364,5456
DEC-1201,2025-12-14,Mouse,South,Priya,8,1844,14752
DEC-1202,2025-12-21,Mouse,South,Riya,8,664,5312
DEC-1203,2025-12-03,Mouse,South,Riya,8,621,4968
DEC-1204,2025-12-04,Monitor,East,Vikram,2,1208,2416
DEC-1205,2025-12-07,Tablet,North,Amit,5,1799,8995
DEC-1206,2025-12-17,Monitor,West,Riya,3,579,1737
DEC-1207,2025-12-09,Keyboard,West,Arjun,7,1100,7700
DEC-1208,2025-12-03,Printer,South,Priya,4,807,3228
DEC-1209,2025-12-19,Monitor,West,Arjun,2,281,562
DEC-1210,2025-12-24,Printer,North,Arjun,7,1028,7196
DEC-1211,2025-12-28,Webcam,South,Priya,10,1211,12110
DEC-1212,2025-12-18,Printer,South,Vikram,4,1253,5012
DEC-1213,2025-12-18,Monitor,North,Priya,6,1386,8316
DEC-1214,2025-12-24,Mouse,East,Amit,8,403,3224
DEC-1215,2025-12-26,Webcam,East,Arjun,6,1852,11112
DEC-1216,2025-12-25,Mouse,North,Priya,3,1758,5274
DEC-1217,2025-12-03,Laptop,North,Amit,9,272,2448
DEC-1218,2025-12-07,Headphones,West,Priya,5,1911,9555
DEC-1219,2025-12-06,Printer,East,Riya,10,1575,15750
DEC-1220,2025-12-28,Webcam,East,Arjun,6,1685,10110
DEC-1221,2025-12-06,Tablet,West,Priya,9,1892,17028
DEC-1222,2025-12-10,Mouse,South,Riya,10,296,2960
DEC-1223,2025-12-10,Laptop,South,Neha,1,1575,1575
DEC-1224,2025-12-05,Keyboard,West,Karan,10,1332,13320
DEC-1225,2025-12-13,Laptop,West,Priya,3,1167,3501
DEC-1226,2025-12-05,Headphones,North,Amit,4,275,1100
DEC-1227,2025-12-05,Headphones,South,Karan,10,813,8130
DEC-1228,2025-12-16,Mouse,South,Vikram,10,397,3970
DEC-1229,2025-12-28,Laptop,North,Karan,5,1205,6025
DEC-1230,2025-12-20,Headphones,North,Amit,5,272,1360
DEC-1231,2025-12-04,Headphones,North,Riya,7,590,4130
DEC-1232,2025-12-12,Mouse,North,Karan,9,565,5085
DEC-1233,2025-12-16,Laptop,East,Neha,1,1695,1695
DEC-1234,2025-12-01,Laptop,West,Vikram,8,950,7600
DEC-1235,2025-12-07,Printer,North,Riya,4,951,3804
DEC-1236,2025-12-12,Printer,South,Vikram,10,1361,13610
DEC-1237,2025-12-06,Keyboard,West,Karan,4,1437,5748
DEC-1238,2025-12-27,Tablet,North,Karan,4,420,1680
DEC-1239,2025-12-03,Headphones,North,Priya,7,439,3073
DEC-1240,2025-12-16,Headphones,East,Neha,2,1501,3002
DEC-1241,2025-12-09,Laptop,South,Neha,2,1967,3934
DEC-1242,2025-12-06,Headphones,North,Vikram,8,1423,11384
DEC-1243,2025-12-03,Printer,West,Priya,2,1977,3954
DEC-1244,2025-12-16,Laptop,East,Amit,10,1872,18720
DEC-1245,2025-12-08,Headphones,South,Amit,10,1624,16240
DEC-1246,2025-12-10,Laptop,West,Karan,1,1225,1225
DEC-1247,2025-12-06,Headphones,South,Arjun,1,1088,1088
DEC-1248,2025-12-15,Mouse,North,Sneha,7,1674,11718
DEC-1249,2025-12-07,Headphones,East,Riya,3,1596,4788
DEC-1250,2025-12-09,Webcam,West,Neha,3,1933,5799
DEC-1251,2025-12-26,Keyboard,East,Sneha,6,1723,10338
DEC-1252,2025-12-07,Webcam,East,Karan,1,426,426
DEC-1253,2025-12-18,Mouse,South,Neha,10,714,7140
DEC-1254,2025-12-25,Keyboard,East,Priya,6,1371,8226
DEC-1255,2025-12-20,Laptop,North,Arjun,10,479,4790
DEC-1256,2025-12-06,Keyboard,South,Riya,9,821,7389
DEC-1257,2025-12-23,Monitor,East,Riya,9,251,2259
DEC-1258,2025-12-07,Tablet,North,Vikram,4,1547,6188
DEC-1259,2025-12-20,Laptop,South,Priya,3,622,1866
DEC-1260,2025-12-14,Webcam,North,Priya,4,1572,6288
DEC-1261,2025-12-13,Keyboard,East,Riya,8,729,5832
DEC-1262,2025-12-08,Mouse,East,Riya,8,1040,8320
DEC-1263,2025-12-17,Headphones,South,Vikram,10,490,4900
DEC-1264,2025-12-17,Mouse,North,Karan,4,703,2812
DEC-1265,2025-12-15,Monitor,West,Karan,7,834,5838
DEC-1266,2025-12-05,Monitor,South,Riya,1,1939,1939
DEC-1267,2025-12-17,Headphones,South,Amit,7,419,2933
DEC-1268,2025-12-19,Webcam,West,Arjun,1,1411,1411
DEC-1269,2025-12-28,Monitor,North,Arjun,8,1564,12512
DEC-1270,2025-12-10,Keyboard,South,Arjun,6,1915,11490
DEC-1271,2025-12-03,Laptop,North,Amit,3,777,2331
DEC-1272,2025-12-14,Headphones,East,Neha,8,697,5576
DEC-1273,2025-12-07,Printer,South,Amit,7,1898,13286
DEC-1274,2025-12-05,Mouse,East,Amit,1,617,617
DEC-1275,2025-12-21,Mouse,North,Sneha,5,1786,8930
DEC-1276,2025-12-06,Webcam,North,Amit,6,1057,6342
DEC-1277,2025-12-08,Keyboard,North,Vikram,4,1795,7180
DEC-1278,2025-12-18,Headphones,East,Neha,10,903,9030
DEC-1279,2025-12-11,Laptop,North,Amit,1,275,275
DEC-1280,2025-12-23,Laptop,East,Sneha,3,641,1923
DEC-1281,2025-12-11,Mouse,East,Vikram,2,1946,3892
DEC-1282,2025-12-22,Laptop,South,Neha,9,856,7704
DEC-1283,2025-12-12,Printer,North,Amit,6,483,2898
DEC-1284,2025-12-22,Laptop,North,Neha,4,910,3640
DEC-1285,2025-12-03,Headphones,West,Karan,6,1598,9588
DEC-1286,2025-12-24,Headphones,West,Riya,10,564,5640
DEC-1287,2025-12-10,Laptop,East,Riya,8,1423,11384
DEC-1288,2025-12-06,Printer,South,Neha,5,530,2650
DEC-1289,2025-12-15,Printer,East,Amit,5,1131,5655
DEC-1290,2025-12-17,Mouse,South,Arjun,5,842,4210
DEC-1291,2025-12-17,Monitor,North,Arjun,8,1990,15920
DEC-1292,2025-12-07,Keyboard,South,Arjun,7,712,4984
DEC-1293,2025-12-12,Printer,West,Neha,5,926,4630
DEC-1294,2025-12-21,Laptop,West,Priya,3,624,1872
DEC-1295,2025-12-21,Keyboard,West,Amit,6,1046,6276
DEC-1296,2025-12-15,Monitor,West,Karan,8,846,6768
DEC-1297,2025-12-25,Printer,East,Neha,8,419,3352
DEC-1298,2025-12-05,Tablet,East,Karan,7,347,2429
DEC-1299,2025-12-16,Laptop,North,Sneha,9,1413,12717
