order_id,customer_name,city,product_category,amount,order_date
34,Harrison Khosla,Kolkata,Accessories,50014.8,2024-10-06 05:58:29.235123
35,Ryan Bhargava,Ahmedabad,Accessories,64825.2,2024-09-01 05:58:29.235123
36,Yachana Jani,Delhi,Home,92151.92,2024-04-29 05:58:29.235123
37,Dev Khanna,Hyderabad,Accessories,30443.77,2024-08-20 05:58:29.235123
38,Tamanna Mittal,Kolkata,Electronics,76703.52,2024-10-05 05:58:29.235123
39,Janaki Kadakia,Delhi,Sports,2916.21,2025-03-28 05:58:29.235123
40,Arunima Jaggi,Kolkata,Home,48380.34,2024-07-30 05:58:29.235123
41,Madhav Pai,Chennai,Electronics,29167.15,2025-05-04 05:58:29.235123
42,Advik Sur,Delhi,Accessories,2181.0,2024-06-13 05:58:29.235123
43,Triveni Varty,Hyderabad,Home,6345.03,2024-10-19 05:58:29.235123
44,Harish Roy,Ahmedabad,Sports,73411.58,2025-01-26 05:58:29.235123
45,Vincent Doshi,Surat,Home,57573.41,2024-03-20 05:58:29.235123
46,Riya Tara,Bangalore,Sports,29753.33,2024-04-29 05:58:29.235123
47,Daniel Mangal,Mumbai,Electronics,35037.18,2024-11-07 05:58:29.235123
48,Hiral Kakar,Hyderabad,Accessories,68290.17,2024-04-11 05:58:29.235123
49,Chameli Ganesh,Delhi,Sports,76300.69,2025-10-09 05:58:29.235123
50,Guneet Anne,Surat,Electronics,5877.68,2025-05-07 05:58:29.235123
51,Aryan Gade,Hyderabad,Accessories,88535.13,2025-10-19 05:58:29.235123
52,Neelima Patil,Delhi,Electronics,60661.55,2024-04-23 05:58:29.235123
53,Radha Kalla,Pune,Home,79471.59,2024-08-27 05:58:29.235123
54,Adya Sunder,Pune,Accessories,43385.97,2024-11-30 05:58:29.235123
55,Bhavini Edwin,Hyderabad,Home,47151.79,2024-05-16 05:58:29.235123
56,Rehaan Bhatia,Pune,Sports,57484.63,2025-02-10 05:58:29.235123
57,Kala Om,Delhi,Sports,3074.31,2024-10-31 05:58:29.235123
58,Owen Narayanan,Delhi,Sports,95279.33,2024-05-23 05:58:29.235123
59,Dhriti Chatterjee,Hyderabad,Electronics,94230.71,2025-07-10 05:58:29.235123
60,Viraj Mahal,Surat,Accessories,69196.63,2024-05-12 05:58:29.235123
61,Harita Savant,Ahmedabad,Home,52855.2,2024-07-23 05:58:29.235123
62,Manbir Goyal,Kolkata,Electronics,15230.19,2025-07-02 05:58:29.235123
63,Chavvi Shenoy,Surat,Sports,47286.78,2024-12-17 05:58:29.235123
64,Zayyan Rajagopal,Chennai,Electronics,95442.36,2025-03-09 05:58:29.235123
65,Tamanna Gulati,Delhi,Accessories,32620.61,2024-07-17 05:58:29.235123
66,Niharika Nori,Chennai,Sports,26748.3,2025-08-17 05:58:29.235123
67,Jalsa Patla,Surat,Electronics,18429.16,2024-04-24 05:58:29.235123
68,Vrishti Bhavsar,Kolkata,Home,10668.22,2025-07-31 05:58:29.235123
69,Unnati Lata,Kolkata,Electronics,21850.48,2025-09-25 05:58:29.235123
70,Lohit Khare,Mumbai,Accessories,25431.69,2024-08-28 05:58:29.235123
71,Bhavini Krishna,Kolkata,Home,19774.23,2024-07-07 05:58:29.235123
72,Rayaan Chakrabarti,Ahmedabad,Accessories,60412.08,2025-07-04 05:58:29.235123
73,Chanchal Dalal,Kolkata,Electronics,83335.07,2025-04-03 05:58:29.235123
74,Saumya Kunda,Surat,Electronics,59150.84,2026-01-28 05:58:29.235123
75,Ubika Sengupta,Mumbai,Sports,90366.38,2025-08-20 05:58:29.235123
76,Aadi Khosla,Surat,Sports,26588.62,2025-11-21 05:58:29.235123
77,Aahana Khosla,Surat,Sports,87294.79,2024-11-06 05:58:29.235123
78,Yasti Shukla,Bangalore,Accessories,11400.79,2025-10-25 05:58:29.235123
79,Dhriti Sankaran,Mumbai,Home,48294.33,2024-12-13 05:58:29.235123
80,Yahvi Khosla,Surat,Accessories,65868.07,2025-02-21 05:58:29.235123
81,Maanas Comar,Bangalore,Home,83368.75,2025-12-19 05:58:29.235123
82,Diya Sunder,Bangalore,Accessories,88387.86,2024-07-17 05:58:29.235123
83,Jasmit Dasgupta,Mumbai,Sports,247.66,2024-07-07 05:58:29.235123
84,Maanas Bath,Chennai,Accessories,28529.99,2025-11-23 05:58:29.235123
85,Pallavi Gandhi,Ahmedabad,Accessories,73991.15,2026-01-25 05:58:29.235123
86,Vamakshi Sangha,Kolkata,Home,32278.36,2025-01-29 05:58:29.235123
87,Zayan Kari,Ahmedabad,Sports,84115.01,2026-01-28 05:58:29.235123
88,Inaya Sarin,Kolkata,Sports,35079.49,2025-07-24 05:58:29.235123
89,Ridhi Ravel,Surat,Home,32442.72,2024-07-24 05:58:29.235123
90,Inaya Palan,Delhi,Electronics,23339.32,2026-02-21 05:58:29.235123
91,Jeet Krishna,Mumbai,Accessories,89872.78,2025-03-10 05:58:29.235123
92,Kashish Chana,Ahmedabad,Accessories,1316.21,2024-08-12 05:58:29.235123
93,Fiyaz Kanda,Ahmedabad,Accessories,98079.46,2025-10-25 05:58:29.235123
94,Ekapad Amble,Surat,Sports,26866.32,2025-11-06 05:58:29.235123
95,Keya Naidu,Chennai,Home,67484.6,2025-07-14 05:58:29.235123
96,Jatin Warrior,Bangalore,Sports,91250.15,2025-02-28 05:58:29.235123
97,Darika Savant,Surat,Accessories,66955.64,2024-03-31 05:58:29.235123
98,Yauvani Walia,,Sports,55824.73,2026-02-15 05:58:29.235123
99,Matthew Char,Bangalore,Accessories,54652.02,2025-04-23 05:58:29.235123
100,Bhanumati Chaudhry,Mumbai,Sports,60342.9,2024-04-09 05:58:29.235123
101,Vanya Swamy,Bangalore,Accessories,34406.45,2025-08-14 05:58:29.235123
102,Lila Ratti,Chennai,Accessories,76269.53,2025-08-02 05:58:29.235123
103,Saanvi Sama,Bangalore,Accessories,52732.09,2024-11-16 05:58:29.235123
104,Jackson Patla,Mumbai,Electronics,80719.54,2024-11-27 05:58:29.235123
105,Ria Wali,Chennai,Accessories,2103.83,2024-10-12 05:58:29.235123
106,Yagnesh Verma,Ahmedabad,Home,40606.63,2025-12-20 05:58:29.235123
107,Avi Grover,Ahmedabad,Home,64493.29,2026-03-02 05:58:29.235123
108,Falguni Uppal,Kolkata,Electronics,39122.61,2024-05-27 05:58:29.235123
109,Balhaar Pai,Bangalore,Home,99906.71,2025-06-27 05:58:29.235123
110,Amaira Rajan,Ahmedabad,Home,34523.05,2025-07-29 05:58:29.235123
111,Aarush Bhatnagar,Mumbai,Accessories,68487.22,2024-06-25 05:58:29.235123
112,Akshay Deo,Hyderabad,Electronics,89497.21,2025-05-27 05:58:29.235123
113,Janaki Bansal,Hyderabad,Home,65482.72,2025-05-09 05:58:29.235123
114,Lopa Suresh,Chennai,Home,35430.61,2025-12-13 05:58:29.235123
115,Faras Pillay,Ahmedabad,Electronics,19890.59,2026-03-12 05:58:29.235123
116,Anusha Kara,Ahmedabad,Accessories,37431.24,2025-09-10 05:58:29.235123
117,Sathvik Amble,Hyderabad,Accessories,84526.05,2024-10-04 05:58:29.235123
118,Wridesh Johal,Ahmedabad,Home,57174.63,2025-08-02 05:58:29.235123
119,Mitali Jhaveri,,Home,86624.77,2026-03-14 05:58:29.235123
120,Jagat Bhakta,Pune,Accessories,19869.02,2025-02-15 05:58:29.235123
121,Ayush Ghose,Delhi,Sports,91123.55,2025-11-30 05:58:29.235123
122,Radha Joshi,Kolkata,Electronics,50923.73,2024-10-27 05:58:29.235123
123,Anusha Agrawal,Chennai,Sports,79621.43,2025-10-25 05:58:29.235123
124,Hemani Kalita,Pune,Sports,23279.41,2026-01-09 05:58:29.235123
125,Chaitaly Walla,Hyderabad,Home,46219.21,2025-10-13 05:58:29.235123
126,Idika Chahal,Ahmedabad,Accessories,72975.67,2026-01-30 05:58:29.235123
127,Jai D’Alia,,Home,27436.46,2024-12-30 05:58:29.235123
128,Vedant Rout,Ahmedabad,Accessories,11231.4,2024-09-28 05:58:29.235123
129,Chavvi Vala,Mumbai,Home,4873.8,2025-11-19 05:58:29.235123
130,Faqid Chana,Mumbai,Home,89725.63,2024-05-13 05:58:29.235123
131,Isha Ravi,Kolkata,Accessories,69993.71,2026-02-15 05:58:29.235123
132,Baljiwan Prabhakar,Kolkata,Accessories,59458.29,2024-12-02 05:58:29.235123
133,Chaman Palla,Hyderabad,Accessories,42907.24,2024-12-29 05:58:29.235123
134,Rayaan Mital,Kolkata,Electronics,9404.41,2026-02-25 05:58:29.235123
135,Odika Hari,Bangalore,Sports,44216.86,2025-06-23 05:58:29.235123
136,Rushil Chahal,Ahmedabad,Electronics,41252.68,2026-01-11 05:58:29.235123
137,Zashil Kade,Pune,Electronics,97853.47,2025-10-14 05:58:29.235123
138,Meghana Khosla,Surat,Home,3309.83,2025-01-04 05:58:29.235123
139,Pooja Wagle,Kolkata,Electronics,84784.18,2025-02-19 05:58:29.235123
140,Nikita Mander,Chennai,Home,5594.49,2024-04-05 05:58:29.235123
141,Bhavya Goda,Mumbai,Sports,99132.07,2025-11-17 05:58:29.235123
142,Kabir Mangal,Bangalore,Accessories,41678.46,2025-10-23 05:58:29.235123
143,Zansi Mall,,Home,26355.07,2025-02-08 05:58:29.235123
144,Yagnesh Venkatesh,Pune,Sports,56241.66,2024-10-24 05:58:29.235123
145,George Mistry,Surat,Sports,82680.06,2025-08-18 05:58:29.235123
146,Peter Saini,Kolkata,Electronics,32874.17,2025-07-21 05:58:29.235123
147,Tanmayi Mukherjee,Hyderabad,Electronics,12375.67,2025-09-15 05:58:29.235123
148,Parth Randhawa,Mumbai,Accessories,60442.2,2025-12-22 05:58:29.235123
149,Farhan Dhillon,Mumbai,Home,79272.49,2024-06-21 05:58:29.235123
150,Mekhala Loke,Hyderabad,Electronics,36324.94,2026-02-05 05:58:29.235123
151,Megha Nagarajan,,Home,37634.94,2026-02-22 05:58:29.235123
152,Yochana Dugar,Delhi,Home,66321.56,2026-03-12 05:58:29.235123
153,Chaman Nazareth,Bangalore,Home,90854.06,2024-07-27 05:58:29.235123
154,Aditya Ramachandran,Mumbai,Accessories,8068.54,2024-04-25 05:58:29.235123
155,Ekansh Rai,Chennai,Accessories,10368.14,2025-05-17 05:58:29.235123
156,Anya Sinha,Mumbai,Accessories,22526.14,2025-08-12 05:58:29.235123
157,Nandini Chandran,Surat,Accessories,91314.9,2025-06-13 05:58:29.235123
158,Nisha Kakar,Mumbai,Sports,3324.03,2024-05-15 05:58:29.235123
159,Yash Yogi,Mumbai,Home,78076.47,2025-04-08 05:58:29.235123
160,Idika Seshadri,Delhi,Accessories,97938.62,2025-04-29 05:58:29.235123
161,Frado Saxena,Delhi,Accessories,96938.57,2025-12-18 05:58:29.235123
162,Kevin Ganguly,Pune,Home,3707.06,2025-11-04 05:58:29.235123
163,Kevin Ramanathan,Ahmedabad,Home,47344.19,2024-12-03 05:58:29.235123
164,Amol Madan,Chennai,Accessories,34061.59,2025-03-21 05:58:29.235123
165,Unni Mukherjee,Mumbai,Home,52761.24,2025-04-19 05:58:29.235123
166,Aayush Ghose,Mumbai,Home,42275.68,2025-01-01 05:58:29.235123
167,Veda Sengupta,Bangalore,Electronics,70734.77,2024-11-21 05:58:29.235123
168,Wishi Chopra,Delhi,Accessories,20594.56,2025-02-17 05:58:29.235123
169,Girindra Natt,Chennai,Accessories,90405.18,2025-02-17 05:58:29.235123
170,Isaiah Buch,Pune,Electronics,92879.69,2025-12-23 05:58:29.235123
171,Farhan Konda,Ahmedabad,Electronics,88569.0,2025-03-01 05:58:29.235123
172,Ekanta Sen,Hyderabad,Sports,75473.78,2024-10-06 05:58:29.235123
173,Kabir Deep,Ahmedabad,Accessories,7163.29,2025-10-19 05:58:29.235123
174,Sara Apte,Surat,Sports,8062.71,2024-10-05 05:58:29.235123
175,Teerth Doshi,Mumbai,Accessories,57200.31,2026-03-12 05:58:29.235123
176,Lekha Atwal,Pune,Sports,6474.39,2025-05-18 05:58:29.235123
177,Riya More,Surat,Home,46771.56,2024-06-19 05:58:29.235123
178,Vihaan Devi,Chennai,Home,62668.73,2024-09-29 05:58:29.235123
179,Jacob Mital,Hyderabad,Accessories,68483.32,2025-10-05 05:58:29.235123
180,Dayamai Batta,Delhi,Electronics,91640.68,2025-03-21 05:58:29.235123
181,Upadhriti Aggarwal,Pune,Sports,8981.2,2025-01-04 05:58:29.235123
182,Yashvi Raman,Pune,Home,95588.39,2025-01-14 05:58:29.235123
183,Harita Kata,Mumbai,Sports,71184.34,2025-01-09 05:58:29.235123
184,Rayaan Gour,Kolkata,Sports,54280.59,2024-12-18 05:58:29.235123
185,Anay Jaggi,Pune,Sports,58007.83,2025-01-27 05:58:29.235123
186,Rushil Bhatia,Bangalore,Accessories,808.06,2024-12-28 05:58:29.235123
187,Adweta Mital,Hyderabad,Home,49631.05,2024-10-11 05:58:29.235123
188,Hritik Keer,Hyderabad,Accessories,15200.52,2026-01-04 05:58:29.235123
189,Eiravati Rana,Bangalore,Accessories,39667.7,2025-02-25 05:58:29.235123
190,Gaurangi Madan,Bangalore,Accessories,77906.19,2025-11-23 05:58:29.235123
191,Dipta Sani,Bangalore,Electronics,11960.66,2025-03-19 05:58:29.235123
192,Udarsh Nigam,Hyderabad,Home,99774.82,2024-05-12 05:58:29.235123
193,Abeer Tella,Ahmedabad,Sports,75407.52,2024-04-28 05:58:29.235123
194,Anay Char,Hyderabad,Home,74354.84,2025-04-04 05:58:29.235123
195,Damini Jhaveri,Kolkata,Electronics,86632.15,2025-12-24 05:58:29.235123
196,Unnati Narasimhan,Mumbai,Home,23666.26,2026-02-17 05:58:29.235123
197,Wishi Purohit,Surat,Sports,90468.42,2024-08-21 05:58:29.235123
198,Edhitha Kashyap,Ahmedabad,Accessories,50293.41,2024-06-08 05:58:29.235123
199,Ishaan Vig,Delhi,Sports,39750.12,2025-11-30 05:58:29.235123
200,Kiaan Dutt,Surat,Electronics,39453.68,2024-09-17 05:58:29.235123
201,Teerth Rajagopalan,Mumbai,Accessories,48324.81,2024-06-29 05:58:29.235123
202,Yashoda Loyal,Kolkata,Electronics,55728.69,2025-04-06 05:58:29.235123
203,Abhimanyu Divan,Kolkata,Sports,27275.89,2025-05-28 05:58:29.235123
204,Avi Garg,Delhi,Electronics,44987.79,2026-02-10 05:58:29.235123
205,Zarna Barad,Ahmedabad,Electronics,11113.27,2025-04-26 05:58:29.235123
206,Yash Kumar,Bangalore,Electronics,40249.01,2025-05-18 05:58:29.235123
207,Tanish Ganesh,Ahmedabad,Home,23449.08,2026-02-03 05:58:29.235123
208,Irya Sandal,Kolkata,Sports,20011.98,2024-12-06 05:58:29.235123
209,Gavin Nigam,Hyderabad,Home,4718.87,2026-01-13 05:58:29.235123
210,Lajita Bhasin,Mumbai,Electronics,99485.23,2025-01-07 05:58:29.235123
211,Lekha Nayar,Delhi,Accessories,89867.28,2025-12-17 05:58:29.235123
212,Rishi Kar,Mumbai,Accessories,11417.95,2024-05-19 05:58:29.235123
213,Gopal Parmar,Chennai,Accessories,35608.62,2024-07-04 05:58:29.235123
214,Gauri Parsa,Chennai,Accessories,79804.0,2024-07-06 05:58:29.235123
215,Zansi Deo,Ahmedabad,Home,39487.5,2025-08-25 05:58:29.235123
216,Ladli Grover,Kolkata,Accessories,36452.22,2025-02-07 05:58:29.235123
217,Ishani Ghosh,Kolkata,Home,39754.98,2024-11-05 05:58:29.235123
218,Peter Mangal,Bangalore,Electronics,72732.62,2026-02-12 05:58:29.235123
219,Baghyawati Borah,Bangalore,Electronics,78433.87,2026-02-27 05:58:29.235123
220,Hitesh Tiwari,Bangalore,Sports,49676.8,2024-07-12 05:58:29.235123
221,Tanay Som,Hyderabad,Home,72188.91,2026-02-27 05:58:29.235123
222,Anthony Tiwari,Surat,Accessories,56837.47,2024-07-08 05:58:29.235123
223,Ekaja Vaidya,Pune,Sports,76081.43,2024-05-04 05:58:29.235123
224,Vrishti Dugar,Surat,Accessories,11212.53,2025-07-01 05:58:29.235123
225,Balhaar Sawhney,Mumbai,Accessories,85262.96,2025-05-22 05:58:29.235123
226,Pratyush Deshpande,Surat,Accessories,72703.58,2024-12-17 05:58:29.235123
227,Dakshesh Apte,Hyderabad,Accessories,69532.33,2025-09-12 05:58:29.235123
228,Wakeeta Contractor,Mumbai,Home,88129.4,2025-01-06 05:58:29.235123
229,Eshana Mammen,Surat,Sports,99362.69,2025-07-18 05:58:29.235123
230,Azad Sama,Hyderabad,Accessories,71779.25,2024-06-02 05:58:29.235123
231,Daksh Shah,Pune,Electronics,82603.07,2025-06-09 05:58:29.235123
232,Pavani Subramanian,Surat,Home,35884.93,2025-02-10 05:58:29.235123
233,Isha Bhatnagar,Hyderabad,Accessories,52567.38,2025-12-09 05:58:29.235123
234,Theodore Bahri,Bangalore,Electronics,4093.71,2024-04-28 05:58:29.235123
235,Ojasvi Kurian,Kolkata,Home,98448.99,2024-12-07 05:58:29.235123
236,Banjeet Kala,Bangalore,Accessories,87381.24,2025-11-15 05:58:29.235123
237,Varsha Tak,Kolkata,Accessories,49130.55,2025-05-26 05:58:29.235123
238,Brinda Joshi,Delhi,Accessories,47634.85,2024-10-03 05:58:29.235123
239,Urvi Goswami,Delhi,Home,71226.52,2024-12-23 05:58:29.235123
240,Umang Gera,Delhi,Sports,37018.26,2025-03-26 05:58:29.235123
241,Lakshmi Banerjee,Pune,Sports,38396.55,2024-11-02 05:58:29.235123
242,Ekapad Kant,Bangalore,Home,10745.41,2024-09-11 05:58:29.235123
243,Gaurangi Balan,Kolkata,Home,39520.95,2025-06-09 05:58:29.235123
244,Jasmit Sharaf,Hyderabad,Home,3196.46,2026-02-08 05:58:29.235123
245,Wriddhish Tara,Mumbai,Sports,54421.93,2024-06-07 05:58:29.235123
246,Udyati Keer,Hyderabad,Sports,20151.15,2025-02-16 05:58:29.235123
247,Lavanya Zacharia,Mumbai,Home,12987.73,2025-03-04 05:58:29.235123
248,Elijah Sachdev,Chennai,Sports,84277.62,2024-06-26 05:58:29.235123
249,Vaishnavi Kalita,Hyderabad,Sports,74027.36,2024-06-20 05:58:29.235123
250,Jhalak Datta,Surat,Home,26210.24,2024-10-02 05:58:29.235123
251,Aarnav Shanker,Surat,Accessories,67607.65,2024-09-28 05:58:29.235123
252,Rachita Banerjee,Ahmedabad,Electronics,48520.15,2025-02-12 05:58:29.235123
253,Leena Cherian,Bangalore,Sports,52788.65,2025-10-27 05:58:29.235123
254,Jonathan Datta,Mumbai,Home,4633.73,2024-04-20 05:58:29.235123
255,Amol Dutt,Mumbai,Electronics,35875.63,2025-07-07 05:58:29.235123
256,Devansh Tata,Bangalore,Home,82140.74,2026-01-16 05:58:29.235123
257,Abhiram Gera,Pune,Accessories,48876.82,2026-02-04 05:58:29.235123
258,Kabir Batta,Ahmedabad,Electronics,11875.72,2024-12-04 05:58:29.235123
259,Wazir Kashyap,Pune,Sports,21718.33,2024-05-11 05:58:29.235123
260,Naveen Thaker,Pune,Home,21437.92,2026-02-19 05:58:29.235123
261,Vedika Savant,Pune,Electronics,53494.38,2025-03-06 05:58:29.235123
262,Manbir Tank,Bangalore,Home,53384.96,2025-03-24 05:58:29.235123
263,Ansh Parikh,Pune,Electronics,40972.62,2024-05-02 05:58:29.235123
264,Omkaar Roy,Surat,Sports,38637.81,2025-07-27 05:58:29.235123
265,Owen Wali,Delhi,Electronics,60960.07,2026-03-17 05:58:29.235123
266,Vedika Madan,Chennai,Accessories,50255.38,2025-12-28 05:58:29.235123
267,Kamya Butala,Mumbai,Sports,62054.15,2024-11-08 05:58:29.235123
268,Hiral Bir,Mumbai,Accessories,27657.95,2025-09-28 05:58:29.235123
269,Tejas Sarma,Chennai,Electronics,10914.25,2025-06-03 05:58:29.235123
270,Noah Narula,Bangalore,Electronics,50413.76,2024-10-14 05:58:29.235123
271,Tripti Bassi,Hyderabad,Accessories,36056.62,2025-09-07 05:58:29.235123
272,Udyati Sathe,Bangalore,Home,35450.97,2024-05-29 05:58:29.235123
273,Frado Venkatesh,Mumbai,Electronics,26807.62,2024-10-12 05:58:29.235123
274,Vamakshi Shetty,,Home,86891.43,2024-06-25 05:58:29.235123
275,Samaksh Mukhopadhyay,,Electronics,18205.61,2024-11-02 05:58:29.235123
276,Leena Brahmbhatt,Pune,Home,38387.62,2024-06-02 05:58:29.235123
277,Mekhala Parikh,Bangalore,Sports,394.97,2026-01-31 05:58:29.235123
278,Rajata Bandi,Kolkata,Accessories,70578.93,2025-02-26 05:58:29.235123
279,Matthew Bajaj,Chennai,Sports,76120.1,2026-01-01 05:58:29.235123
280,Ayush Ganguly,Surat,Accessories,25019.69,2024-06-06 05:58:29.235123
281,Harish Peri,Mumbai,Home,86645.76,2024-05-11 05:58:29.235123
282,Ekapad Sahni,Chennai,Sports,9880.45,2026-01-12 05:58:29.235123
283,Devansh Seshadri,Bangalore,Accessories,35222.89,2024-07-10 05:58:29.235123
284,Divya Aurora,Mumbai,Home,37543.97,2025-04-26 05:58:29.235123
285,Krish Bandi,Hyderabad,Sports,43194.96,2024-10-26 05:58:29.235123
286,Vanya Ghose,Chennai,Electronics,71045.83,2025-04-13 05:58:29.235123
287,Devansh Sabharwal,Ahmedabad,Accessories,70412.28,2024-09-13 05:58:29.235123
288,Charan Malhotra,Mumbai,Accessories,15369.84,2025-10-28 05:58:29.235123
289,Nidhi Gara,Bangalore,Accessories,17649.68,2026-03-11 05:58:29.235123
290,Irya Sankar,Delhi,Electronics,34127.11,2026-01-28 05:58:29.235123
291,Xalak Baria,Kolkata,Accessories,73224.95,2024-04-24 05:58:29.235123
292,Radha Sood,Pune,Electronics,6713.26,2026-02-16 05:58:29.235123
293,Baljiwan Maharaj,Bangalore,Electronics,22592.97,2026-01-04 05:58:29.235123
294,Maanav Chauhan,Surat,Sports,63312.53,2025-03-11 05:58:29.235123
295,Avni Krishnamurthy,Surat,Home,58806.57,2025-09-03 05:58:29.235123
296,Nihal Oza,Delhi,Electronics,43147.06,2025-08-11 05:58:29.235123
297,Ira Gour,Pune,Electronics,57196.9,2024-10-29 05:58:29.235123
298,Ijaya Singh,Ahmedabad,Electronics,74876.95,2025-04-29 05:58:29.235123
299,Vedant Naidu,Delhi,Electronics,31344.49,2025-08-04 05:58:29.235123
300,Eshana Chowdhury,Delhi,Home,78069.99,2025-12-06 05:58:29.235123
301,Ubika Prasad,,Electronics,88568.64,2024-11-05 05:58:29.235123
302,Dominic Mangat,Surat,Sports,63194.16,2025-02-14 05:58:29.235123
303,Christopher Agarwal,Mumbai,Home,36248.94,2025-07-21 05:58:29.235123
304,Gopal Gaba,Kolkata,Home,85504.34,2025-09-02 05:58:29.235123
305,Damini Deo,Pune,Home,90877.5,2025-02-03 05:58:29.235123
306,Viraj Kata,Ahmedabad,Home,30621.26,2024-10-23 05:58:29.235123
307,Ekanta Narang,Ahmedabad,Accessories,7985.18,2025-11-04 05:58:29.235123
308,Rachita Ganesan,Bangalore,Sports,5018.52,2024-07-13 05:58:29.235123
309,Bishakha Yogi,,Electronics,30589.49,2025-08-09 05:58:29.235123
310,Tanveer Ahuja,Kolkata,Sports,22409.99,2025-06-28 05:58:29.235123
311,Anthony Kapoor,Surat,Accessories,33064.95,2024-06-11 05:58:29.235123
312,Vansha Sharaf,Ahmedabad,Sports,41445.05,2024-12-21 05:58:29.235123
313,Chaitanya Wable,Kolkata,Home,90928.21,2024-08-05 05:58:29.235123
314,Falak Iyer,Hyderabad,Electronics,51505.74,2025-05-07 05:58:29.235123
315,Devika Subramaniam,Hyderabad,Electronics,70712.02,2024-12-13 05:58:29.235123
316,Ronith Balasubramanian,Mumbai,Electronics,78558.19,2024-07-15 05:58:29.235123
317,Balvan Kapur,Surat,Home,71808.89,2025-06-05 05:58:29.235123
318,Ayush Manda,Bangalore,Electronics,44777.5,2024-11-19 05:58:29.235123
319,Shivansh Sridhar,Ahmedabad,Sports,81337.22,2024-11-21 05:58:29.235123
320,Caleb Ranganathan,Delhi,Home,48770.79,2025-07-16 05:58:29.235123
321,Arunima Kapur,Delhi,Sports,96909.23,2024-07-29 05:58:29.235123
322,Dayamai Gour,Ahmedabad,Electronics,90738.52,2025-01-17 05:58:29.235123
323,Ekani Badal,Pune,Home,27748.35,2025-05-23 05:58:29.235123
324,Lopa Dhillon,Bangalore,Sports,8805.26,2025-07-16 05:58:29.235123
325,Chakrika Narula,Kolkata,Electronics,65411.6,2024-04-25 05:58:29.235123
326,Thomas Aurora,Pune,Home,19366.01,2025-11-25 05:58:29.235123
327,Dalbir Deo,Pune,Accessories,67149.19,2025-11-19 05:58:29.235123
328,Aryan Baria,Mumbai,Home,3355.1,2024-09-11 05:58:29.235123
329,Vedika Sha,Hyderabad,Sports,55795.6,2025-12-17 05:58:29.235123
330,Dayita Mammen,Pune,Electronics,26501.78,2025-06-01 05:58:29.235123
331,Parth Talwar,,Accessories,72234.76,2025-10-28 05:58:29.235123
332,Pahal Natt,Chennai,Home,17702.69,2024-10-17 05:58:29.235123
